Rata,main_intake,Age,Peso_kg,Sex,Sesión,Batch,main_intake_treat,Age_treat,Rid
22,0.48,84,0.24,Hembra,17,2,-0.615479218937832,1.18996050396024,22
22,0.936,86,0.234,Hembra,18,2,-0.483804536765099,1.33762646951468,22
22,0.741,89,0.247,Hembra,19,2,-0.540112789010018,1.55912541784634,22
22,1.23,91,0.246,Hembra,20,2,-0.398909017995837,1.70679138340078,22
24,3.565,47,0.155,Hembra,1,2,0.275346207603573,-1.54185985879689,24
24,NA,49,0.165,Hembra,2,2,NA,-1.39419389324245,24
24,NA,50,0.165,Hembra,2,2,NA,-1.32036091046523,24
24,0.504,51,0.168,Hembra,3,2,-0.608548972507688,-1.24652792768802,24
24,0.732,54,0.183,Hembra,4,2,-0.542711631421322,-1.02502897935636,24
24,0.576,56,0.192,Hembra,5,2,-0.587758233217256,-0.877363013801916,24
24,0.406,58,0.203,Hembra,6,2,-0.636847478764109,-0.729697048247477,24
24,1.035,61,0.207,Hembra,7,2,-0.455217270240756,-0.508198099915818,24
24,1.505,63,0.215,Hembra,8,2,-0.319499944317106,-0.360532134361378,24
24,0.876,65,0.219,Hembra,9,2,-0.501130152840459,-0.212866168806939,24
24,2.664,68,0.222,Hembra,10,2,0.0151732062052568,0.00863277952472073,24
24,2.76,70,0.23,Hembra,11,2,0.042894191925832,0.15629874507916,24
24,1.356,72,0.226,Hembra,12,2,-0.362525224237582,0.3039647106336,24
24,1.428,75,0.238,Hembra,13,2,-0.34173448494715,0.525463658965259,24
24,3.068,77,0.236,Hembra,14,2,0.131832354446011,0.673129624519698,24
24,1.47,79,0.245,Hembra,15,2,-0.329606553694399,0.820795590074138,24
24,0.756,82,0.252,Hembra,16,2,-0.535781384991178,1.0422945384058,24
24,0.996,84,0.249,Hembra,17,2,-0.466478920689739,1.18996050396024,24
24,0.25,86,0.25,Hembra,18,2,-0.681894080560043,1.33762646951468,24
24,1.584,89,0.264,Hembra,19,2,-0.296687883151216,1.55912541784634,24
